time,open,high,low,close,tick_volume
2023-01-01 00:00:00,1.0811963918713043,1.0815339810087916,1.0795428103740725,1.0804967141530113,662
2023-01-01 00:15:00,1.0808207666932965,1.0808930260286542,1.0799282573464504,1.0803584498518402,365
2023-01-01 00:30:00,1.0810359535749008,1.0814321635354007,1.08079933562323,1.0810061383899408,219
2023-01-01 00:45:00,1.082205699857496,1.0826831490111684,1.0812618560288259,1.082529168246349,811
2023-01-01 01:00:00,1.0826441265284323,1.0835909338619092,1.0820167383093586,1.0822950148716255,347
2023-01-01 01:15:00,1.0822576206073873,1.0823642674610738,1.0813931371301264,1.0820608779146763,169
2023-01-01 01:30:00,1.0840876873401977,1.0840882900778788,1.083397072585475,1.0836400907301837,952
2023-01-01 01:45:00,1.0847251113601777,1.0851336556757119,1.0836338734648674,1.0844075254593366,156
2023-01-01 02:00:00,1.0844628274310613,1.0847924502652775,1.083396705546458,1.0839380510734016,481
2023-01-01 02:15:00,1.0842129935112073,1.0849493961858008,1.0839774311852983,1.0844806111169876,138
2023-01-01 02:30:00,1.0846758904569922,1.0854796703891767,1.0839703753298056,1.0840171934241751,900
2023-01-01 02:45:00,1.0836502634729512,1.0840316258622344,1.0828885653468339,1.083551463670605,542
2023-01-01 03:00:00,1.0848310563784835,1.085215627553377,1.0831498441578788,1.0837934259421709,117
2023-01-01 03:15:00,1.0815355517884684,1.0823500972480675,1.0808369926959118,1.0818801456975131,831
2023-01-01 03:30:00,1.0810232097665828,1.0814379471875488,1.0798634282018271,1.0801552278650002,924
2023-01-01 03:45:00,1.0796918957274904,1.0797888087968768,1.0790737509102495,1.0795929403357591,855
2023-01-01 04:00:00,1.0782544002136176,1.07871236663608,1.0774947271758792,1.0785801092154248,451
2023-01-01 04:15:00,1.078652413630993,1.0798962877302234,1.0772363358319377,1.07889435654802,915
2023-01-01 04:30:00,1.0778261588184015,1.0783040414876033,1.077600579389197,1.0779863324724988,397
2023-01-01 04:45:00,1.0767861117443644,1.0774057409417912,1.0762981583712081,1.0765740287711636,382
2023-01-01 05:00:00,1.0783010952841028,1.0783310615992359,1.0774395466652158,1.0780396775400851,685
2023-01-01 05:15:00,1.0775270512376292,1.0779525897085775,1.0772954705565865,1.0778139012395984,209
2023-01-01 05:30:00,1.0778692521481559,1.0785617587422058,1.0776635388445979,1.0778814294442864,279
2023-01-01 05:45:00,1.077527816437379,1.0781822266369385,1.0758797308909451,1.076456681258073,643
2023-01-01 06:00:00,1.0767760701185982,1.0782858261965087,1.0749774276837,1.0759122985335479,845
2023-01-01 06:15:00,1.0762413829580946,1.0763333077304713,1.0758289607356661,1.0760232211232577,893
2023-01-01 06:30:00,1.0748912292849195,1.0757914848756749,1.074777015600873,1.0748722275458353,124
