timestamp,open,high,low,close,volume,symbol
1786625056,1.100164990401533,1.101,1.099,1.0993409803562493,552,XAUUSD
1786625056,1.099786047751443,1.101,1.099,1.0977157987589532,769,USDJPY
1786625056,1.0996138320773963,1.101,1.099,1.0996894753203132,605,EURUSD
1786625056,1.0986348060574027,1.101,1.099,1.1000177688839503,350,GBPUSD
1786625956,1.1007324937210214,1.101,1.099,1.0984088256770357,759,EURUSD
1786625956,1.0991736745706646,1.101,1.099,1.0981474978727053,303,GBPUSD
1786625956,1.1011011285792116,1.101,1.099,1.0976185361719804,113,USDJPY
1786625956,1.101136760598601,1.101,1.099,1.1013720828390139,185,XAUUSD
1786626856,1.0986566962882287,1.101,1.099,1.0992504099718483,375,GBPUSD
1786626856,1.1005490238230082,1.101,1.099,1.0995502098545138,728,USDJPY
1786626856,1.099869698181608,1.101,1.099,1.1011095201439474,138,XAUUSD
1786626856,1.1007656634157836,1.101,1.099,1.098721475557471,364,EURUSD
1786627756,1.1010394485525432,1.101,1.099,1.0996356505803693,971,USDJPY
1786627756,1.0986700251925106,1.101,1.099,1.096413972039298,713,GBPUSD
1786627756,1.0989116733057573,1.101,1.099,1.0989173784092965,138,EURUSD
1786627756,1.0996145979397318,1.101,1.099,1.1002744695837126,178,XAUUSD
1786628656,1.0999153478696886,1.101,1.099,1.1016796468953491,986,XAUUSD
1786628656,1.0992730452634896,1.101,1.099,1.0972250147942972,106,EURUSD
1786628656,1.10021579639283,1.101,1.099,1.0950789757047514,719,GBPUSD
1786628656,1.1021258421364477,1.101,1.099,1.0982448148499273,466,USDJPY
1786629556,1.0977867619842476,1.101,1.099,1.09748405005863,841,EURUSD
1786629556,1.098023989114067,1.101,1.099,1.1026384258929296,209,XAUUSD
1786629556,1.1023195762642437,1.101,1.099,1.0988820942804884,284,USDJPY
1786629556,1.0991193532426908,1.101,1.099,1.0949380734787062,380,GBPUSD
1786630456,1.1000542435440488,1.101,1.099,1.0934224952446807,726,GBPUSD
1786630456,1.1024865146286749,1.101,1.099,1.0992299955205023,298,USDJPY
1786630456,1.098483016896219,1.101,1.099,1.1029022224904517,467,XAUUSD
1786630456,1.0982024556688943,1.101,1.099,1.0987657360037975,641,EURUSD
1786631356,1.1024914908366308,1.101,1.099,1.0990427582708155,638,USDJPY
1786631356,1.10018585936688,1.101,1.099,1.1027735989974596,613,XAUUSD
1786631356,1.0984699387737136,1.101,1.099,1.09929941624768,690,EURUSD
1786631356,1.1009549183535663,1.101,1.099,1.0933484834204013,356,GBPUSD
1786632256,1.1002955930312788,1.101,1.099,1.1027489047623955,282,XAUUSD
1786632256,1.0984089790722609,1.101,1.099,1.1000135296127471,959,EURUSD
1786632256,1.1007032163555988,1.101,1.099,1.093341754337149,641,GBPUSD
1786632256,1.103864283692092,1.101,1.099,1.0991607220182515,765,USDJPY
1786633156,1.0983674986400207,1.101,1.099,1.1004463979116794,109,EURUSD
1786633156,1.1029082143513589,1.101,1.099,1.1018340961452102,562,XAUUSD
1786633156,1.102966015614415,1.101,1.099,1.0989535338519165,324,USDJPY
1786633156,1.100561781173314,1.101,1.099,1.0909805239223103,269,GBPUSD
1786634056,1.0980002047691513,1.101,1.099,1.1006713596764468,503,EURUSD
1786634056,1.102388870513532,1.101,1.099,1.098593389719965,774,USDJPY
1786634056,1.1035845856479065,1.101,1.099,1.1022464022302858,945,XAUUSD
1786634056,1.0993380217434394,1.101,1.099,1.0913529318731146,217,GBPUSD
1786634956,1.1030788234131044,1.101,1.099,1.1041378113579234,202,XAUUSD
1786634956,1.0964392055039665,1.101,1.099,1.100769207206641,376,EURUSD
1786634956,1.1005224589743179,1.101,1.099,1.0901267003559838,295,GBPUSD
1786634956,1.0997080596623376,1.101,1.099,1.0975451561404417,950,USDJPY
1786635856,1.1032374973905084,1.101,1.099,1.1029788759840904,820,XAUUSD
1786635856,1.0987136232040258,1.101,1.099,1.0957601649135429,637,USDJPY
1786635856,1.096633521344167,1.101,1.099,1.1015701233080624,855,EURUSD
1786635856,1.1010769808866834,1.101,1.099,1.089658159459773,842,GBPUSD
1786636756,1.0988577831835542,1.101,1.099,1.1015705458045182,217,EURUSD
1786636756,1.100686890775479,1.101,1.099,1.0887976719234085,115,GBPUSD
1786636756,1.0995299213513101,1.101,1.099,1.0963749602660302,754,USDJPY
1786636756,1.1017194988201555,1.101,1.099,1.1026279633336729,220,XAUUSD
1786637656,1.10052691808969,1.101,1.099,1.1008070635414287,816,XAUUSD
1786637656,1.0995267688514054,1.101,1.099,1.1021477689858807,551,EURUSD
1786637656,1.0994788358634817,1.101,1.099,1.0960817869003994,562,USDJPY
1786637656,1.1034468087359872,1.101,1.099,1.0880947034167798,177,GBPUSD
1786638556,1.09946485763877,1.101,1.099,1.1008666789865342,512,EURUSD
1786638556,1.1007631762369732,1.101,1.099,1.0994750692197193,296,XAUUSD
1786638556,1.1028288189790338,1.101,1.099,1.088529858189826,460,GBPUSD
1786638556,1.0995931156668801,1.101,1.099,1.0971554244715154,711,USDJPY
1786639456,1.1009740987853958,1.101,1.099,1.1004956210027999,730,EURUSD
1786639456,1.1021973330483787,1.101,1.099,1.0881838389835934,591,GBPUSD
1786639456,1.101758001840035,1.101,1.099,1.1000800885887831,418,XAUUSD
1786639456,1.0987166766072543,1.101,1.099,1.096111723609792,853,USDJPY
1786640356,1.1020709417986008,1.101,1.099,1.0887378919711574,957,GBPUSD
1786640356,1.1015075627442352,1.101,1.099,1.1006618700462578,630,XAUUSD
1786640356,1.0991678942300602,1.101,1.099,1.0955625288531925,423,USDJPY
1786640356,1.1005149153634346,1.101,1.099,1.1016272999207495,158,EURUSD
1786641256,1.1009660063793405,1.101,1.099,1.0996215623786136,166,XAUUSD
1786641256,1.1021647558954017,1.101,1.099,1.0907254254275798,360,GBPUSD
1786641256,1.1009604480956467,1.101,1.099,1.1015268480513571,586,EURUSD
1786641256,1.0982739209743102,1.101,1.099,1.0956803756211313,566,USDJPY
1786642156,1.1004528674333214,1.101,1.099,1.0907687593098716,635,GBPUSD
1786642156,1.1006628430387317,1.101,1.099,1.099592982765104,775,EURUSD
1786642156,1.101400213226547,1.101,1.099,1.099616706034524,703,XAUUSD
1786642156,1.0988444500285124,1.101,1.099,1.0949316224839136,751,USDJPY
1786643056,1.1008565308962357,1.101,1.099,1.0996535164487113,171,EURUSD
1786643056,1.1031223618543191,1.101,1.099,1.0984734656702135,849,XAUUSD
1786643056,1.0996729672992684,1.101,1.099,1.0920046827116108,500,GBPUSD
1786643056,1.0974056433443717,1.101,1.099,1.0941395783400127,607,USDJPY
1786643956,1.1026171355149685,1.101,1.099,1.0994325915410712,311,XAUUSD
1786643956,1.096992067639018,1.101,1.099,1.0925853510677024,348,USDJPY
1786643956,1.0990139048342331,1.101,1.099,1.0899172922524305,686,GBPUSD
1786643956,1.102464191883348,1.101,1.099,1.0998060660638997,697,EURUSD
1786644856,1.0967291593133714,1.101,1.099,1.0921100720909336,630,USDJPY
1786644856,1.103676397987747,1.101,1.099,1.099069189968262,531,XAUUSD
1786644856,1.1031558268963952,1.101,1.099,1.0987354203351412,476,EURUSD
1786644856,1.0997127759287524,1.101,1.099,1.0884090809487028,661,GBPUSD
1786645756,1.099764372212192,1.101,1.099,1.0871859775469528,435,GBPUSD
1786645756,1.1012220724582777,1.101,1.099,1.0996343433844153,673,EURUSD
1786645756,1.098002719191331,1.101,1.099,1.0909349652446254,394,USDJPY
1786645756,1.103055994570462,1.101,1.099,1.09932611570955,189,XAUUSD
1786646656,1.1029763793046954,1.101,1.099,1.100199900548177,552,EURUSD
1786646656,1.102274160608719,1.101,1.099,1.0997352647669258,695,XAUUSD
1786646656,1.1014446187194333,1.101,1.099,1.0880731316943795,319,GBPUSD
1786646656,1.0984961446593833,1.101,1.099,1.089618562191277,112,USDJPY
1786647556,1.1002024686945944,1.101,1.099,1.0888238477646468,672,GBPUSD
1786647556,1.0994810437933409,1.101,1.099,1.0911020525460544,775,USDJPY
1786647556,1.1018593297218107,1.101,1.099,1.1028846516992308,322,EURUSD
1786647556,1.102271964931977,1.101,1.099,1.1003528104205542,884,XAUUSD
1786648456,1.1033286462538132,1.101,1.099,1.1017094295722676,923,EURUSD
1786648456,1.099372042450564,1.101,1.099,1.0875293776237642,177,GBPUSD
1786648456,1.1016680331798312,1.101,1.099,1.1013857550181771,969,XAUUSD
1786648456,1.0997731042756764,1.101,1.099,1.0905482239683884,930,USDJPY
1786649356,1.1005417945913905,1.101,1.099,1.0901596195256964,991,USDJPY
1786649356,1.1031260880383802,1.101,1.099,1.1009277385873681,516,XAUUSD
1786649356,1.0980321376862898,1.101,1.099,1.0882488628160416,654,GBPUSD
1786649356,1.102477070279486,1.101,1.099,1.1000070893250822,149,EURUSD
1786650256,1.1027896773000438,1.101,1.099,1.0998668612286178,910,EURUSD
1786650256,1.0969876478425418,1.101,1.099,1.0880515038417276,458,GBPUSD
1786650256,1.1026423669886996,1.101,1.099,1.1006616618970049,697,XAUUSD
1786650256,1.1002780718526262,1.101,1.099,1.0887569196116371,435,USDJPY
1786651156,1.0975261046827756,1.101,1.099,1.087212764934941,151,USDJPY
1786651156,1.1026063203476217,1.101,1.099,1.1004665045101916,359,XAUUSD
